"TOTALCRIME","C_MONTH","H_YEAR","WARD"
70,"September","2011",19
219,"September","2011",20
190,"September","2011",21
89,"September","2011",22
92,"September","2011",23
233,"September","2011",24
96,"September","2011",25
133,"September","2011",26
210,"September","2011",27
271,"September","2011",28
183,"September","2011",29
99,"September","2011",30
97,"September","2011",31
116,"September","2011",32
77,"September","2011",33
222,"September","2011",34
98,"September","2011",35
83,"September","2011",36
195,"September","2011",37
81,"September","2011",38
74,"September","2011",39
60,"September","2011",40
69,"September","2011",41
258,"September","2011",42
80,"September","2011",43
113,"September","2011",44
55,"September","2011",45
97,"September","2011",46
80,"September","2011",47
66,"September","2011",48
85,"September","2011",49
91,"September","2011",50
125,"September","2012",1
251,"September","2012",2
146,"September","2012",3
82,"September","2012",4
132,"September","2012",5
201,"September","2012",6
175,"September","2012",7
163,"September","2012",8
145,"September","2012",9
104,"September","2012",10
97,"September","2012",11
62,"September","2012",12
80,"September","2012",13
86,"September","2012",14
181,"September","2012",15
186,"September","2012",16
184,"September","2012",17
83,"September","2012",18
47,"September","2012",19
217,"September","2012",20
180,"September","2012",21
68,"September","2012",22
81,"September","2012",23
253,"September","2012",24
85,"September","2012",25
96,"September","2012",26
225,"September","2012",27
291,"September","2012",28
173,"September","2012",29
93,"September","2012",30
103,"September","2012",31
111,"September","2012",32
43,"September","2012",33
184,"September","2012",34
87,"September","2012",35
73,"September","2012",36
176,"September","2012",37
60,"September","2012",38
62,"September","2012",39
60,"September","2012",40
95,"September","2012",41
287,"September","2012",42
90,"September","2012",43
124,"September","2012",44
83,"September","2012",45
89,"September","2012",46
59,"September","2012",47
45,"September","2012",48
102,"September","2012",49
59,"September","2012",50
97,"September","2013",1
229,"September","2013",2
147,"September","2013",3
117,"September","2013",4
169,"September","2013",5
196,"September","2013",6
158,"September","2013",7
161,"September","2013",8
154,"September","2013",9
102,"September","2013",10
77,"September","2013",11
63,"September","2013",12
68,"September","2013",13
81,"September","2013",14
135,"September","2013",15
166,"September","2013",16
174,"September","2013",17
95,"September","2013",18
53,"September","2013",19
199,"September","2013",20
197,"September","2013",21
68,"September","2013",22
76,"September","2013",23
266,"September","2013",24
80,"September","2013",25
80,"September","2013",26
213,"September","2013",27
297,"September","2013",28
167,"September","2013",29
79,"September","2013",30
83,"September","2013",31
106,"September","2013",32
57,"September","2013",33
156,"September","2013",34
79,"September","2013",35
49,"September","2013",36
160,"September","2013",37
70,"September","2013",38
65,"September","2013",39
63,"September","2013",40
70,"September","2013",41
258,"September","2013",42
76,"September","2013",43
89,"September","2013",44
79,"September","2013",45
89,"September","2013",46
62,"September","2013",47
55,"September","2013",48
64,"September","2013",49
67,"September","2013",50
91,"September","2014",1
227,"September","2014",2
134,"September","2014",3
80,"September","2014",4
126,"September","2014",5
184,"September","2014",6
157,"September","2014",7
165,"September","2014",8
118,"September","2014",9
104,"September","2014",10
64,"September","2014",11
78,"September","2014",12
69,"September","2014",13
75,"September","2014",14
141,"September","2014",15
151,"September","2014",16
184,"September","2014",17
90,"September","2014",18
36,"September","2014",19
159,"September","2014",20
161,"September","2014",21
66,"September","2014",22
67,"September","2014",23
245,"September","2014",24
82,"September","2014",25
89,"September","2014",26
195,"September","2014",27
274,"September","2014",28
122,"September","2014",29
68,"September","2014",30
85,"September","2014",31
77,"September","2014",32
54,"September","2014",33
153,"September","2014",34
68,"September","2014",35
56,"September","2014",36
155,"September","2014",37
64,"September","2014",38
45,"September","2014",39
55,"September","2014",40
65,"September","2014",41
206,"September","2014",42
74,"September","2014",43
88,"September","2014",44
68,"September","2014",45
74,"September","2014",46
64,"September","2014",47
52,"September","2014",48
72,"September","2014",49
52,"September","2014",50
