"TOTALCRIME","C_MONTH","H_YEAR","WARD"
68,"October","2011",38
77,"October","2011",39
70,"October","2011",40
85,"October","2011",41
289,"October","2011",42
113,"October","2011",43
121,"October","2011",44
64,"October","2011",45
98,"October","2011",46
75,"October","2011",47
64,"October","2011",48
78,"October","2011",49
80,"October","2011",50
108,"October","2012",1
274,"October","2012",2
202,"October","2012",3
92,"October","2012",4
151,"October","2012",5
231,"October","2012",6
160,"October","2012",7
148,"October","2012",8
166,"October","2012",9
110,"October","2012",10
85,"October","2012",11
79,"October","2012",12
97,"October","2012",13
92,"October","2012",14
196,"October","2012",15
190,"October","2012",16
197,"October","2012",17
101,"October","2012",18
53,"October","2012",19
205,"October","2012",20
206,"October","2012",21
70,"October","2012",22
70,"October","2012",23
242,"October","2012",24
94,"October","2012",25
102,"October","2012",26
225,"October","2012",27
291,"October","2012",28
170,"October","2012",29
71,"October","2012",30
81,"October","2012",31
127,"October","2012",32
68,"October","2012",33
161,"October","2012",34
76,"October","2012",35
58,"October","2012",36
182,"October","2012",37
75,"October","2012",38
51,"October","2012",39
63,"October","2012",40
68,"October","2012",41
261,"October","2012",42
76,"October","2012",43
104,"October","2012",44
82,"October","2012",45
86,"October","2012",46
48,"October","2012",47
64,"October","2012",48
88,"October","2012",49
73,"October","2012",50
85,"October","2013",1
243,"October","2013",2
130,"October","2013",3
97,"October","2013",4
196,"October","2013",5
210,"October","2013",6
163,"October","2013",7
177,"October","2013",8
151,"October","2013",9
118,"October","2013",10
73,"October","2013",11
58,"October","2013",12
75,"October","2013",13
73,"October","2013",14
128,"October","2013",15
149,"October","2013",16
180,"October","2013",17
102,"October","2013",18
40,"October","2013",19
198,"October","2013",20
176,"October","2013",21
53,"October","2013",22
69,"October","2013",23
246,"October","2013",24
50,"October","2013",25
80,"October","2013",26
181,"October","2013",27
307,"October","2013",28
142,"October","2013",29
71,"October","2013",30
77,"October","2013",31
103,"October","2013",32
64,"October","2013",33
181,"October","2013",34
66,"October","2013",35
55,"October","2013",36
182,"October","2013",37
72,"October","2013",38
65,"October","2013",39
73,"October","2013",40
71,"October","2013",41
258,"October","2013",42
71,"October","2013",43
97,"October","2013",44
67,"October","2013",45
90,"October","2013",46
66,"October","2013",47
53,"October","2013",48
56,"October","2013",49
61,"October","2013",50
80,"October","2014",1
252,"October","2014",2
134,"October","2014",3
94,"October","2014",4
134,"October","2014",5
198,"October","2014",6
139,"October","2014",7
156,"October","2014",8
141,"October","2014",9
101,"October","2014",10
70,"October","2014",11
62,"October","2014",12
65,"October","2014",13
66,"October","2014",14
147,"October","2014",15
169,"October","2014",16
213,"October","2014",17
93,"October","2014",18
47,"October","2014",19
153,"October","2014",20
189,"October","2014",21
63,"October","2014",22
62,"October","2014",23
262,"October","2014",24
78,"October","2014",25
63,"October","2014",26
183,"October","2014",27
306,"October","2014",28
143,"October","2014",29
86,"October","2014",30
81,"October","2014",31
68,"October","2014",32
65,"October","2014",33
128,"October","2014",34
59,"October","2014",35
46,"October","2014",36
144,"October","2014",37
56,"October","2014",38
53,"October","2014",39
41,"October","2014",40
63,"October","2014",41
232,"October","2014",42
54,"October","2014",43
63,"October","2014",44
70,"October","2014",45
67,"October","2014",46
57,"October","2014",47
40,"October","2014",48
60,"October","2014",49
56,"October","2014",50
