TOTALCRIME,C_MONTH,H_YEAR,WARD
277,January,2008,24
99,January,2008,25
119,January,2008,26
293,January,2008,27
351,January,2008,28
177,January,2008,29
116,January,2008,30
123,January,2008,31
155,January,2008,32
77,January,2008,33
236,January,2008,34
97,January,2008,35
74,January,2008,36
198,January,2008,37
86,January,2008,38
68,January,2008,39
80,January,2008,40
81,January,2008,41
258,January,2008,42
95,January,2008,43
89,January,2008,44
74,January,2008,45
74,January,2008,46
62,January,2008,47
65,January,2008,48
97,January,2008,49
79,January,2008,50
128,January,2009,1
265,January,2009,2
253,January,2009,3
111,January,2009,4
168,January,2009,5
259,January,2009,6
179,January,2009,7
189,January,2009,8
167,January,2009,9
112,January,2009,10
88,January,2009,11
69,January,2009,12
96,January,2009,13
117,January,2009,14
187,January,2009,15
173,January,2009,16
215,January,2009,17
92,January,2009,18
54,January,2009,19
237,January,2009,20
210,January,2009,21
68,January,2009,22
99,January,2009,23
217,January,2009,24
91,January,2009,25
135,January,2009,26
245,January,2009,27
312,January,2009,28
135,January,2009,29
112,January,2009,30
106,January,2009,31
144,January,2009,32
61,January,2009,33
187,January,2009,34
80,January,2009,35
91,January,2009,36
171,January,2009,37
83,January,2009,38
81,January,2009,39
53,January,2009,40
59,January,2009,41
236,January,2009,42
87,January,2009,43
95,January,2009,44
67,January,2009,45
73,January,2009,46
85,January,2009,47
73,January,2009,48
113,January,2009,49
66,January,2009,50
120,January,2010,1
231,January,2010,2
170,January,2010,3
83,January,2010,4
184,January,2010,5
217,January,2010,6
154,January,2010,7
177,January,2010,8
164,January,2010,9
138,January,2010,10
79,January,2010,11
88,January,2010,12
97,January,2010,13
116,January,2010,14
229,January,2010,15
201,January,2010,16
235,January,2010,17
119,January,2010,18
64,January,2010,19
233,January,2010,20
214,January,2010,21
72,January,2010,22
72,January,2010,23
282,January,2010,24
91,January,2010,25
130,January,2010,26
247,January,2010,27
336,January,2010,28
151,January,2010,29
119,January,2010,30
102,January,2010,31
97,January,2010,32
63,January,2010,33
178,January,2010,34
100,January,2010,35
75,January,2010,36
200,January,2010,37
70,January,2010,38
73,January,2010,39
65,January,2010,40
68,January,2010,41
251,January,2010,42
74,January,2010,43
75,January,2010,44
59,January,2010,45
89,January,2010,46
67,January,2010,47
66,January,2010,48
76,January,2010,49
78,January,2010,50
123,January,2011,1
219,January,2011,2
162,January,2011,3
128,January,2011,4
160,January,2011,5
202,January,2011,6
207,January,2011,7
181,January,2011,8
161,January,2011,9
107,January,2011,10
79,January,2011,11
94,January,2011,12
86,January,2011,13
119,January,2011,14
179,January,2011,15
191,January,2011,16
198,January,2011,17
106,January,2011,18
56,January,2011,19
183,January,2011,20
167,January,2011,21
85,January,2011,22
58,January,2011,23
212,January,2011,24
75,January,2011,25
99,January,2011,26
220,January,2011,27
303,January,2011,28
159,January,2011,29
108,January,2011,30
110,January,2011,31
112,January,2011,32
64,January,2011,33
189,January,2011,34
98,January,2011,35
70,January,2011,36
165,January,2011,37
70,January,2011,38
56,January,2011,39
69,January,2011,40
66,January,2011,41
224,January,2011,42
71,January,2011,43
85,January,2011,44
62,January,2011,45
78,January,2011,46
62,January,2011,47
63,January,2011,48
85,January,2011,49
67,January,2011,50
116,January,2012,1
208,January,2012,2
152,January,2012,3
112,January,2012,4
151,January,2012,5
186,January,2012,6
176,January,2012,7
163,January,2012,8
154,January,2012,9
119,January,2012,10
84,January,2012,11
88,January,2012,12
74,January,2012,13
87,January,2012,14
167,January,2012,15
179,January,2012,16
225,January,2012,17
103,January,2012,18
48,January,2012,19
178,January,2012,20
199,January,2012,21
60,January,2012,22
89,January,2012,23
223,January,2012,24
74,January,2012,25
82,January,2012,26
246,January,2012,27
281,January,2012,28
135,January,2012,29
77,January,2012,30
81,January,2012,31
105,January,2012,32
56,January,2012,33
169,January,2012,34
75,January,2012,35
55,January,2012,36
174,January,2012,37
79,January,2012,38
67,January,2012,39
46,January,2012,40
48,January,2012,41
236,January,2012,42
71,January,2012,43
69,January,2012,44
62,January,2012,45
70,January,2012,46
65,January,2012,47
60,January,2012,48
78,January,2012,49
62,January,2012,50
103,January,2013,1
201,January,2013,2
161,January,2013,3
97,January,2013,4
140,January,2013,5
215,January,2013,6
158,January,2013,7
165,January,2013,8
147,January,2013,9
117,January,2013,10
87,January,2013,11
74,January,2013,12
63,January,2013,13
78,January,2013,14
166,January,2013,15
173,January,2013,16
181,January,2013,17
94,January,2013,18
43,January,2013,19
206,January,2013,20
209,January,2013,21
69,January,2013,22
77,January,2013,23
242,January,2013,24
81,January,2013,25
87,January,2013,26
208,January,2013,27
296,January,2013,28
121,January,2013,29
96,January,2013,30
100,January,2013,31
93,January,2013,32
73,January,2013,33
165,January,2013,34
77,January,2013,35
61,January,2013,36
154,January,2013,37
64,January,2013,38
51,January,2013,39
69,January,2013,40
61,January,2013,41
218,January,2013,42
75,January,2013,43
72,January,2013,44
64,January,2013,45
71,January,2013,46
59,January,2013,47
52,January,2013,48
74,January,2013,49
69,January,2013,50
69,January,2014,1
191,January,2014,2
123,January,2014,3
79,January,2014,4
105,January,2014,5
139,January,2014,6
105,January,2014,7
141,January,2014,8
109,January,2014,9
